ScdUht-pM6s_53_63.avi,a man is pouring a drink in the cup
wkgGxsuNVSg_34_41.avi,a woman is running on a road
BtQtRGI0F2Q_15_20.avi,a cartoon character is flying a wall
k06Ge9ANKM8_5_16.avi,a young girl is dancing
sZf3VDsdDPM_107_114.avi,a man is speaking
shPymuahrsc_5_12.avi,a slow loris is eating a piece of food
XOAgUVVwKEA_8_20.avi,a baby is laughing
ufFT2BWh3BQ_0_8.avi,a panda is lying on the ground
5YJaS2Eswg0_22_26.avi,a woman is walking on a horse
lw7pTwpx0K0_38_48.avi,a woman is cooking food
UbmZAe5u5FI_132_141.avi,a woman is cutting a piece of meat
xCFCXzDUGjY_5_9.avi,a man is riding a motorcycle on a highway
He7Ge7Sogrk_47_70.avi,a person is flipping a gun
tJHUH9tpqPg_113_118.avi,a girl is taking a bath in her hands
n016q1w8Q30_2_11.avi,a person is cutting up some oranges
RjpbFlOHFps_8_25.avi,a girl is riding a bike
6JnGBs88sL0_4_10.avi,a woman is flying a drum in a car
EpMuCrbxE8A_107_115.avi,a man is playing the drums
HAjwXjwN9-A_16_24.avi,a man is throwing a blue run around
4xVGpDmA4lE_23_33.avi,a man is drinking a fish
k5OKBX2e7xA_19_32.avi,a girl is riding a bicycle
Jag7oTemldY_12_25.avi,the man is talking to the people
8MVo7fje_oE_125_130.avi,a man is draining pasta from a plastic container
bqMmyY1ImkI_0_14.avi,a man is drinking a glass of liquid
jTnrm338_KY_34_42.avi,a man is taking a food in the sink
UdcObAQ5OOM_15_30.avi,a man is riding a bike
4PcL6-mjRNk_11_18.avi,a dog is putting into a cup of liquid
3qqEKTPxLNs_1_15.avi,a boy is playing with a ball
glrijRGnmc0_211_215.avi,a man is eating a meal
q7pOFn8s4zc_263_273.avi,a man is singing a song on a stage
mtrCf667KDk_134_176.avi,a woman is cutting a vegetable
0lh_UWF9ZP4_62_69.avi,a woman is putting ingredients into a bowl
JntMAcTlOF0_50_70.avi,a man is walking down a stone path
7NNg0_n-bS8_21_30.avi,a man is singing on stage
IhwPQL9dFYc_124_129.avi,a woman is slicing meat
BAf3LXFUaGs_28_38.avi,a man is playing a guitar
6q1dX6thX3E_286_295.avi,a man is talking to a woman
RZL9irxnhZ0_34_40.avi,a man is taking a drink from a box
WWf0Z6ak3Dg_5_15.avi,a dog is running around a pool
PeUHy0A1GF0_114_121.avi,a woman is cutting meat
klteYv1Uv9A_27_33.avi,a man is riding a motorcycle
e-j59PqJjSM_405_416.avi,a man is stirring a mixture in a bowl
778mkceE0UQ_40_46.avi,a car is driving
77iDIp40m9E_126_131.avi,a man is riding a bike
e-j59PqJjSM_50_98.avi,a man is slicing an onion
Dgf0VHMEtNs_57_66.avi,a woman is peeling a food
f9Won2JpOEU_60_80.avi,a cat is pawing at a cat
dfOuTx66bJU_34_39.avi,a woman is walking in the woods
04Gt01vatkk_248_265.avi,a woman is opening a package
rl1rVk_xIOs_1_16.avi,a woman is doing a volleyball on a park bench
v7iIZXtpIb8_5_15.avi,a man is playing a bass instrument
DhwrBs96Kgk_120_124.avi,a squirrel is running on a grassy patch of land
qLwgb3F0aPU_298_305.avi,a group of men are playing football on a field
qeKX-N1nKiM_0_5.avi,a man is putting flour into a bowl of soup
1Sp2__RCT0c_11_15.avi,a giant pencil is flying in a house
Fe4tO5vW9_E_64_70.avi,a person is putting shrimp into a bowl
mmSQTI6gMNQ_120_128.avi,the ladies danced in the parade
HV12kTtdTT4_5_14.avi,a boy is playing with a toy
0lh_UWF9ZP4_27_31.avi,a woman is slicing a potato
Je3V7U5Ctj4_569_576.avi,a man is putting chicken wings on a bowl
30GeJHYoerk_121_126.avi,a man is riding a bike
04Gt01vatkk_308_321.avi,a woman is placing a paper in a pitcher
zulPFoY64wE_26_33.avi,a girl is running boarding
MrQd1zUVRUM_103_110.avi,a man is playing with a lemur
xxHx6s_DbUo_216_222.avi,a woman is walking in a lake
71soiLO6I9U_15_24.avi,a person is holding a small prickly in a chair
UXs3eq68ZjE_250_255.avi,a man is putting rice into a pan
jbzaMtPYtl8_48_58.avi,a man is doing bicycle tricks
8HB7ywgJuTg_131_142.avi,a woman is putting an egg into a bowl
Cjf21Y19aUQ_82_86.avi,a man is talking on a stage
qvg9eM4Hmzk_4_10.avi,a man is lifting a truck
5HAf_INrFy0_3_25.avi,a woman is walking on a treadmill
YmXCfQm0_CA_277_284.avi,a man is moving a fallen branch out of a pathway in a wooded area
88DOMJ11q2M_84_87.avi,a woman is doing a dance
NUYu9c9XsgY_7_21.avi,a person is cutting a potato
N3A7944_UJw_63_70.avi,a woman is putting a liquid into a bowl of liquid
uJPupV4oLZ0_4_12.avi,a man is holding a baby monkey
cnsjm3fNEec_4_10.avi,a man is speaking on a telephone
J_evFB7RIKA_104_120.avi,a person is cutting a pepper
g1Gldu1KS44_8_14.avi,a group of cows are walking through the grass
s1ZABV7AQdA_38_48.avi,the cartoon of people are dancing
tcxhOGyrCtI_15_21.avi,a dog is playing with a turtle
inzk2fTUe1w_1_15.avi,a man is doing a weight on a board
j2Dhf-xFUxU_13_20.avi,a person is preparing some food
MTjrZthHwJQ_2_11.avi,a large dog is jumping into water
J---aiyznGQ_0_6.avi,a person is playing a keyboard
ZbtpcGi2DWY_161_170.avi,a small animal is lying on the ground
RSx5G0_xH48_12_17.avi,a kitten is playing with a toy
ecm9gf2Pgkc_1_24.avi,a cat is jumping on a rope
pW9DFPqoIsI_26_50.avi,a man is cutting a sock with a pair of scissors
N2Cm0SLr0ZE_18_29.avi,a young boy is playing a piano
sJSmRik2c-c_1_7.avi,a man is riding a bi-cycle on the ground
zv2RIbUsnSw_335_341.avi,a man is being treated for a man
aM-RcQj0a7I_37_55.avi,a person is frying food
TZ860P4iTaM_15_28.avi,a cat is playing a piano with a piano
lo4KcsBN--A_0_10.avi,a deer is jumping over a large tree
u4T76jsPin0_0_11.avi,a soccer player is making a goal
7HcYJKMxpcg_20_28.avi,a boar is running through the woods
CGllPWAwmUo_1_15.avi,a man is crying
WTf5EgVY5uU_124_128.avi,a woman is cooking eggs
